CP (Province code),CD (District code),CUUS (Unique code of health unit),Latitude,Longitude,CT (Territorial Code),CMB (Code coming from Basic Module),US (Health unit name),CC (Health unit classification code),"CNE (Statistical nucleus code, where data are sent)",FID,CLASSIFICATION,ADMIN1NAME,ADMIN1CODE,ADMIN2NAMES,ADMIN2CODE
5,4,US-MOZ-00767,-16.4617,33.0924,1050408,1050408,Chipembere,12,NU-083,868,Centro de Saúde Rural II,Tete,MZ010,Changara,MZ010504
5,4,US-MOZ-00768,-16.8363,33.2774,1050406,1050406,Changara,11,NU-083,869,Centro de Saúde Rural I,Tete,MZ010,Changara,MZ010504
5,4,US-MOZ-00769,-16.96,32.9193,1050409,1050409,Dzunga,12,NU-083,870,Centro de Saúde Rural II,Tete,MZ010,Changara,MZ010504
5,4,US-MOZ-00770,-16.3516,33.4563,1050415,1050415,Msaua,12,NU-083,871,Centro de Saúde Rural II,Tete,MZ010,Changara,MZ010504
5,4,US-MOZ-00771,-16.389538,33.258792,1050418,010504?,Caomba,12,NU-083,872,Centro de Saúde Rural II,Tete,MZ010,Changara,MZ010504
5,5,US-MOZ-00772,-14.8803,32.8361,1050506,1050506,Chifunde,11,NU-082,873,Centro de Saúde Rural I,Tete,MZ010,Chifunde,MZ010505
5,5,US-MOZ-00773,-14.0897,33.0952,1050511,1050511,N'Kantha,12,NU-082,874,Centro de Saúde Rural II,Tete,MZ010,Chifunde,MZ010505
5,5,US-MOZ-00774,-14.717669,32.915848,1050512,1050512,Khamande,12,NU-082,875,Centro de Saúde Rural II,Tete,MZ010,Chifunde,MZ010505
5,5,US-MOZ-00775,-15.1333,32.8964,1050507,1050507,Luia,12,NU-082,876,Centro de Saúde Rural II,Tete,MZ010,Chifunde,MZ010505
5,5,US-MOZ-00776,-14.3372,32.3553,1050508,1050508,Nsadzo,12,NU-082,877,Centro de Saúde Rural II,Tete,MZ010,Chifunde,MZ010505
5,5,US-MOZ-00777,-14.1619,32.985,1050510,1050510,Vila Mualadzi,12,NU-082,878,Centro de Saúde Rural II,Tete,MZ010,Chifunde,MZ010505
5,5,US-MOZ-00778,-14.6175,32.4902,1050509,1050509,Thequesse,12,NU-082,879,Centro de Saúde Rural II,Tete,MZ010,Chifunde,MZ010505
5,6,US-MOZ-00779,-15.3833,33.6286,1050606,1050606,Cazula,12,NU-081,880,Centro de Saúde Rural II,Tete,MZ010,Chiuta,MZ010506
5,6,US-MOZ-00780,-15.8064,33.4698,1050609,1050609,M'Vudzi Ponte,12,NU-081,881,Centro de Saúde Rural II,Tete,MZ010,Chiuta,MZ010506
5,6,US-MOZ-00781,-15.3789,33.2014,1050608,1050608,Manje (Chiuta),11,NU-081,882,Centro de Saúde Rural I,Tete,MZ010,Chiuta,MZ010506
5,6,US-MOZ-00782,-15.6544,33.3664,1050607,1050607,Caunda,12,NU-081,883,Centro de Saúde Rural II,Tete,MZ010,Chiuta,MZ010506
5,6,US-MOZ-00783,-15.405006,33.258793,1050605,010506?,Matenje,12,NU-081,884,Centro de Saúde Rural II,Tete,MZ010,Chiuta,MZ010506
5,7,US-MOZ-00784,-15.0789,33.6798,1050709,1050709,Miwanga,11,NU-080,885,Centro de Saúde Rural I,Tete,MZ010,Macanga,MZ010507
5,7,US-MOZ-00785,-14.6239,33.5542,1050708,1050708,Nhamadende,12,NU-080,886,Centro de Saúde Rural II,Tete,MZ010,Macanga,MZ010507
5,7,US-MOZ-00786,-14.9033,33.6119,1050707,1050707,Macanga,11,NU-080,887,Centro de Saúde Rural I,Tete,MZ010,Macanga,MZ010507
5,7,US-MOZ-00787,-14.9416,33.9259,1050710,1050710,Mtchoncho,12,NU-080,888,Centro de Saúde Rural II,Tete,MZ010,Macanga,MZ010507
5,7,US-MOZ-00788,-15.0228,33.3955,1050706,1050706,Chidzolomondo,12,NU-080,889,Centro de Saúde Rural II,Tete,MZ010,Macanga,MZ010507
5,7,US-MOZ-00789,-14.790019,33.528017,1050711,010507?,Campala,12,NU-080,890,Centro de Saúde Rural II,Tete,MZ010,Macanga,MZ010507
5,7,US-MOZ-00790,-14.790028,33.528007,1050713,010507?,Bawe,12,NU-080,891,Centro de Saúde Rural II,Tete,MZ010,Macanga,MZ010507
5,7,US-MOZ-00791,-14.808769,33.527301,1050712,010507?,Walota,12,NU-080,892,Centro de Saúde Rural II,Tete,MZ010,Macanga,MZ010507
5,8,US-MOZ-00792,-15.853,30.5877,1050807,1050807,Chinthopo,12,NU-079,893,Centro de Saúde Rural II,Tete,MZ010,Magoe,MZ010508
5,8,US-MOZ-00793,-15.9975,30.5645,1050808,1050808,Chitete,12,NU-079,894,Centro de Saúde Rural II,Tete,MZ010,Magoe,MZ010508
5,8,US-MOZ-00794,-15.8439,32.1414,1050809,1050809,Daque,12,NU-079,895,Centro de Saúde Rural II,Tete,MZ010,Magoe,MZ010508
5,8,US-MOZ-00795,-15.8061,31.7511,1050810,1050810,Mágoè,11,NU-079,896,Centro de Saúde Rural I,Tete,MZ010,Magoe,MZ010508
5,8,US-MOZ-00796,-16.1922,31.689,1050811,1050811,Mucumbura,11,NU-079,897,Centro de Saúde Rural I,Tete,MZ010,Magoe,MZ010508
5,8,US-MOZ-00797,-15.9328,31.0943,1050812,1050812,Mussenguezi,12,NU-079,898,Centro de Saúde Rural II,Tete,MZ010,Magoe,MZ010508
5,8,US-MOZ-00798,-15.7723,31.6468,1050806,1050806,Cazindira,12,NU-079,899,Centro de Saúde Rural II,Tete,MZ010,Magoe,MZ010508
5,8,US-MOZ-00799,-15.799545,31.354164,1050813,010508?,Cambototo,12,NU-079,900,Centro de Saúde Rural II,Tete,MZ010,Magoe,MZ010508
5,9,US-MOZ-00800,-15.1603,31.8922,1050907,1050907,Fingoé (Marávia),12,NU-078,901,Centro de Saúde Rural II,Tete,MZ010,Maravia,MZ010509
5,9,US-MOZ-00801,-14.9847,32.2833,1050906,1050906,Chiputo,11,NU-078,406,Centro de Saúde Rural I,Tete,MZ010,Maravia,MZ010509
5,9,US-MOZ-00802,-14.5761,31.7397,1050908,1050908,Malowera,12,NU-078,408,Centro de Saúde Rural II,Tete,MZ010,Maravia,MZ010509
5,9,US-MOZ-00803,-14.9525,31.41,1050909,1050909,Uncanha (Piripiri),12,NU-078,409,Centro de Saúde Rural II,Tete,MZ010,Maravia,MZ010509
5,9,US-MOZ-00804,-14.4092,32.0142,1050910,1050910,Cassuende,12,NU-078,410,Centro de Saúde Rural II,Tete,MZ010,Maravia,MZ010509
5,9,US-MOZ-00805,-15.48,32.4897,1050998,1050998,Chipera,12,NU-078,411,Centro de Saúde Rural II,Tete,MZ010,Maravia,MZ010509
5,9,US-MOZ-00806,-15.118148,31.992809,1050911,010509?,Nhenda,12,NU-078,412,Centro de Saúde Rural II,Tete,MZ010,Maravia,MZ010509
5,10,US-MOZ-00807,-15.8072,34.25,1051011,1051011,Caphirizange,12,NU-074,413,Centro de Saúde Rural II,Tete,MZ010,Moatize,MZ010510
5,10,US-MOZ-00808,-15.6016,34.3359,1051006,1051006,Zóbue,11,NU-074,414,Centro de Saúde Rural I,Tete,MZ010,Moatize,MZ010510
5,10,US-MOZ-00809,-16.1914,33.6309,1051009,1051009,Benga,12,NU-074,415,Centro de Saúde Rural II,Tete,MZ010,Moatize,MZ010510
5,10,US-MOZ-00810,-16.1726,34.2632,1051015,1051015,Nicunga,12,NU-074,416,Centro de Saúde Rural II,Tete,MZ010,Moatize,MZ010510
5,10,US-MOZ-00811,-15.5314,34.3107,1051014,1051014,Ncondedzi,12,NU-074,417,Centro de Saúde Rural II,Tete,MZ010,Moatize,MZ010510
5,10,US-MOZ-00812,-16.116788,33.733294,1051013,1051013,Cfm,12,NU-074,418,Centro de Saúde Rural II,Tete,MZ010,Moatize,MZ010510
5,10,US-MOZ-00813,-16.116566,33.733221,1051012,1051012,Khanga,12,NU-074,419,Centro de Saúde Rural II,Tete,MZ010,Moatize,MZ010510
5,10,US-MOZ-00814,-15.9853,34.192,1051010,1051010,Cambulatsitsi,12,NU-074,420,Centro de Saúde Rural II,Tete,MZ010,Moatize,MZ010510
5,10,US-MOZ-00815,-16.1245,33.746,1051008,1051008,Moatize,11,NU-074,421,Centro de Saúde Rural I,Tete,MZ010,Moatize,MZ010510
5,10,US-MOZ-00816,-15.9099,34.0834,1051007,1051007,Mameme,12,NU-074,422,Centro de Saúde Rural II,Tete,MZ010,Moatize,MZ010510
5,10,US-MOZ-00817,-15.7717,34.1247,1051016,1051016,Samoa,12,NU-074,423,Centro de Saúde Rural II,Tete,MZ010,Moatize,MZ010510
5,10,US-MOZ-00818,-16.125596,33.759921,1051017,1051017,Cateme,12,NU-074,424,Centro de Saúde Rural II,Tete,MZ010,Moatize,MZ010510
5,10,US-MOZ-00819,-16.116667,33.733333,1051018,010510?,Cs De Cadjia,12,NU-074,425,Centro de Saúde Rural II,Tete,MZ010,Moatize,MZ010510
5,11,US-MOZ-00820,-17.4514,35.0788,1051101,1051101,Mutarara,5,NU-077,426,Hospital Rural,Tete,MZ010,Mutarara,MZ010511
5,11,US-MOZ-00821,-17.1369,35.1932,1051115,1051115,Vila Nova Da Fronteira,12,NU-077,427,Centro de Saúde Rural II,Tete,MZ010,Mutarara,MZ010511
5,11,US-MOZ-00822,-17.3939,35.0534,1051113,1051113,Mutarara Velha,12,NU-077,428,Centro de Saúde Rural II,Tete,MZ010,Mutarara,MZ010511
5,11,US-MOZ-00823,-17.6352,35.2121,1051112,1051112,Jardim,12,NU-077,429,Centro de Saúde Rural II,Tete,MZ010,Mutarara,MZ010511
5,11,US-MOZ-00824,-17.4878,35.2442,1051111,1051111,Inhangoma,12,NU-077,430,Centro de Saúde Rural II,Tete,MZ010,Mutarara,MZ010511
5,11,US-MOZ-00825,-16.6439,34.6812,1051110,1051110,Dôa,12,NU-077,431,Centro de Saúde Rural II,Tete,MZ010,Mutarara,MZ010511
5,11,US-MOZ-00826,-17.3473,35.138,1051109,1051109,Charre,12,NU-077,432,Centro de Saúde Rural II,Tete,MZ010,Mutarara,MZ010511
5,11,US-MOZ-00827,-16.7844,34.5543,1051108,1051108,Ancuaze,12,NU-077,433,Centro de Saúde Rural II,Tete,MZ010,Mutarara,MZ010511
5,11,US-MOZ-00828,-17.4749,35.2158,1051107,1051107,Traquino,12,NU-077,434,Centro de Saúde Rural II,Tete,MZ010,Mutarara,MZ010511
5,11,US-MOZ-00829,-17.4508,35.0785,1051106,1051106,Mutarara,11,NU-077,435,Centro de Saúde Rural I,Tete,MZ010,Mutarara,MZ010511
5,11,US-MOZ-00830,-17.1833,35.0667,1051114,1051114,Sinjal,12,NU-077,436,Centro de Saúde Rural II,Tete,MZ010,Mutarara,MZ010511
5,12,US-MOZ-00831,-14.9019,34.5698,1051206,1051206,Calipale,12,NU-084,437,Centro de Saúde Rural II,Tete,MZ010,Tsangano,MZ010512
5,12,US-MOZ-00832,-14.8489,34.5245,1051207,1051207,N'Tengo Wambalane,12,NU-084,438,Centro de Saúde Rural II,Tete,MZ010,Tsangano,MZ010512
5,12,US-MOZ-00833,-15.1611,34.5611,1051208,1051208,Tsangano,11,NU-084,439,Centro de Saúde Rural I,Tete,MZ010,Tsangano,MZ010512
5,12,US-MOZ-00834,-15.372357,34.444444,1051209,1051209,Maconge,12,NU-084,440,Centro de Saúde Rural II,Tete,MZ010,Tsangano,MZ010512
5,12,US-MOZ-00835,-14.9869,34.3322,1051210,1051210,Chinvano,12,NU-084,441,Centro de Saúde Rural II,Tete,MZ010,Tsangano,MZ010512
5,13,US-MOZ-00836,-15.6147,30.4394,1051309,1051309,Zumbo,6,NU-076,442,Hospital Distrital,Tete,MZ010,Zumbu,MZ010513
5,13,US-MOZ-00837,-15.0075,31.0028,1051307,1051307,Muze,12,NU-076,443,Centro de Saúde Rural II,Tete,MZ010,Zumbu,MZ010513
5,13,US-MOZ-00838,-15.3792,30.7317,1051310,1051310,Tongue,12,NU-076,444,Centro de Saúde Rural II,Tete,MZ010,Zumbu,MZ010513
5,13,US-MOZ-00839,-15.1139,30.8022,1051308,1051308,Zámbue,12,NU-076,445,Centro de Saúde Rural II,Tete,MZ010,Zumbu,MZ010513
5,13,US-MOZ-00840,-15.615972,30.448933,1051311,010513?,Caembua,12,NU-076,446,Centro de Saúde Rural II,Tete,MZ010,Zumbu,MZ010513
5,13,US-MOZ-00841,-15.490237,30.778182,1051312,010513?,Mugangadze,12,NU-076,447,Centro de Saúde Rural II,Tete,MZ010,Zumbu,MZ010513
5,13,US-MOZ-00842,-15.616667,30.45,1051313,010513?,Bangura,12,NU-076,448,Centro de Saúde Rural II,Tete,MZ010,Zumbu,MZ010513
5,13,US-MOZ-00843,-15.536697,30.615027,1051315,010513?,Chissavo,12,NU-076,449,Centro de Saúde Rural II,Tete,MZ010,Zumbu,MZ010513
5,13,US-MOZ-00844,-15.616667,30.449997,1051314,010513?,Chiualo,12,NU-076,450,Centro de Saúde Rural II,Tete,MZ010,Zumbu,MZ010513
6,1,US-MOZ-00845,-19.1236,33.4994,1060108,1060108,Nhamaonha,9,NU-068,451,Centro de Saúde Urbano B,Manica,MZ004,Cidade De Chimoio,MZ004601
6,1,US-MOZ-00846,-19.1111,33.4764,1060106,1060106,Eduardo Mondlane,9,NU-068,452,Centro de Saúde Urbano B,Manica,MZ004,Cidade De Chimoio,MZ004601
6,1,US-MOZ-00847,-19.1431,33.4478,1060109,1060109,Chissui,9,NU-068,453,Centro de Saúde Urbano B,Manica,MZ004,Cidade De Chimoio,MZ004601
6,1,US-MOZ-00848,-19.1144,33.4583,1060107,1060107,1º Maio,8,NU-068,454,Centro de Saúde Urbano A,Manica,MZ004,Cidade De Chimoio,MZ004601
6,1,US-MOZ-00849,-19.116667,33.45,1060110,010601?,7 De Abril,9,NU-068,455,Centro de Saúde Urbano B,Manica,MZ004,Cidade De Chimoio,MZ004601
6,2,US-MOZ-00850,-17.8375,33.0667,1060214,1060214,Barauro,12,NU-069,456,Centro de Saúde Rural II,Manica,MZ004,Barue,MZ004602
6,2,US-MOZ-00851,-18.043803,33.258794,1060217,1060217,Mussianharo,12,NU-069,457,Centro de Saúde Rural II,Manica,MZ004,Barue,MZ004602
6,2,US-MOZ-00852,-18.4072,33.2397,1060216,1060216,Chiuala,12,NU-069,458,Centro de Saúde Rural II,Manica,MZ004,Barue,MZ004602
6,2,US-MOZ-00853,-18.0547,33.1711,1060215,1060215,Catandica,10,NU-069,459,Centro de Saúde Urbano C,Manica,MZ004,Barue,MZ004602
6,2,US-MOZ-00854,-18.3303,33.1156,1060212,1060212,Panze,12,NU-069,460,Centro de Saúde Rural II,Manica,MZ004,Barue,MZ004602
6,2,US-MOZ-00855,-17.6033,33.2536,1060211,1060211,Nhassacara,12,NU-069,461,Centro de Saúde Rural II,Manica,MZ004,Barue,MZ004602
6,2,US-MOZ-00856,-17.7978,33.2189,1060210,1060210,Nhampassa,12,NU-069,462,Centro de Saúde Rural II,Manica,MZ004,Barue,MZ004602
6,2,US-MOZ-00857,-17.7167,33.2564,1060206,1060206,Cruzamento De Macossa,12,NU-069,463,Centro de Saúde Rural II,Manica,MZ004,Barue,MZ004602
6,2,US-MOZ-00858,-18.1167,33.3561,1060207,1060207,Cagole,12,NU-069,464,Centro de Saúde Rural II,Manica,MZ004,Barue,MZ004602
6,2,US-MOZ-00859,-18.3247,33.2022,1060208,1060208,Honde,12,NU-069,465,Centro de Saúde Rural II,Manica,MZ004,Barue,MZ004602
6,2,US-MOZ-00860,-17.9478,33.1942,1060209,1060209,Inhazonia,12,NU-069,466,Centro de Saúde Rural II,Manica,MZ004,Barue,MZ004602
6,2,US-MOZ-00861,-17.951002,33.245017,1060213,010602?,Serra Choa,12,NU-069,467,Centro de Saúde Rural II,Manica,MZ004,Barue,MZ004602
6,2,US-MOZ-00862,-18.133256,33.222682,1060218,010602?,Munene,12,NU-069,468,Centro de Saúde Rural II,Manica,MZ004,Barue,MZ004602
6,3,US-MOZ-00863,-19.2644,33.3878,1060314,1060314,Zembe Centro,12,NU-067,469,Centro de Saúde Rural II,Manica,MZ004,Gondola,MZ004603
6,3,US-MOZ-00864,-19.2028,33.9258,1060309,1060309,Inchope,12,NU-067,470,Centro de Saúde Rural II,Manica,MZ004,Gondola,MZ004603
6,3,US-MOZ-00865,-19.0772,33.6417,1060300,1060300,Gondola,5,NU-067,471,Hospital Rural,Manica,MZ004,Gondola,MZ004603
6,3,US-MOZ-00866,-19.0522,33.7853,1060306,1060306,Chipindaumwe,12,NU-067,472,Centro de Saúde Rural II,Manica,MZ004,Gondola,MZ004603
6,3,US-MOZ-00867,-19.1,33.81,1060307,1060307,Amatonga,12,NU-067,473,Centro de Saúde Rural II,Manica,MZ004,Gondola,MZ004603
6,3,US-MOZ-00868,-19.0725,33.3636,1060308,1060308,Iac,12,NU-067,474,Centro de Saúde Rural II,Manica,MZ004,Gondola,MZ004603
6,3,US-MOZ-00869,-18.9994,33.3875,1060312,1060312,Matsinho,12,NU-067,475,Centro de Saúde Rural II,Manica,MZ004,Gondola,MZ004603
6,3,US-MOZ-00870,-19.4153,33.5131,1060310,1060310,Macate,12,NU-067,476,Centro de Saúde Rural II,Manica,MZ004,Gondola,MZ004603
6,3,US-MOZ-00871,-19.3283,33.8336,1060313,1060313,Muda Serração,12,NU-067,477,Centro de Saúde Rural II,Manica,MZ004,Gondola,MZ004603
6,3,US-MOZ-00872,-19.2675,33.4803,1060311,1060311,Marera,12,NU-067,478,Centro de Saúde Rural II,Manica,MZ004,Gondola,MZ004603
6,3,US-MOZ-00873,-19.093924,33.653,1060393,010603?,Chinete,12,NU-067,479,Centro de Saúde Rural II,Manica,MZ004,Gondola,MZ004603
6,3,US-MOZ-00874,-19.094088,33.653,1060355,010603?,Mutocoma,12,NU-067,480,Centro de Saúde Rural II,Manica,MZ004,Gondola,MZ004603
6,3,US-MOZ-00875,-19.089801,33.714658,1060305,010603?,Josina Machel,12,NU-067,481,Centro de Saúde Rural II,Manica,MZ004,Gondola,MZ004603
6,3,US-MOZ-00876,-19.099348,33.75818,1060397,010603?,Maonequera,12,NU-067,482,Centro de Saúde Rural II,Manica,MZ004,Gondola,MZ004603
6,4,US-MOZ-00877,-16.8567,33.2903,1060406,1060406,Bunga,12,NU-066,483,Centro de Saúde Rural II,Manica,MZ004,Guro,MZ004604
6,4,US-MOZ-00878,-17.0472,33.6922,1060407,1060407,Chivuli,12,NU-066,484,Centro de Saúde Rural II,Manica,MZ004,Guro,MZ004604
6,4,US-MOZ-00879,-17.42,33.3494,1060408,1060408,Guro - Sede,11,NU-066,485,Centro de Saúde Rural I,Manica,MZ004,Guro,MZ004604
6,4,US-MOZ-00880,-16.4811,33.5611,1060409,1060409,Mandie,12,NU-066,486,Centro de Saúde Rural II,Manica,MZ004,Guro,MZ004604
6,4,US-MOZ-00881,-17.166326,33.553936,1060410,1060410,Mungari,12,NU-066,487,Centro de Saúde Rural II,Manica,MZ004,Guro,MZ004604
6,4,US-MOZ-00882,-16.7897,33.5419,1060412,1060412,Nhamassonge,12,NU-066,488,Centro de Saúde Rural II,Manica,MZ004,Guro,MZ004604
6,4,US-MOZ-00883,-17.4875,33.3639,1060413,1060413,Nhansana,13,NU-066,489,Posto de Saúde,Manica,MZ004,Guro,MZ004604
6,4,US-MOZ-00884,-17.1247,33.2903,1060414,1060414,Tchetcha,12,NU-066,490,Centro de Saúde Rural II,Manica,MZ004,Guro,MZ004604
6,4,US-MOZ-00885,-17.419759,33.354226,1060415,1060415,Thanda,12,NU-066,491,Centro de Saúde Rural II,Manica,MZ004,Guro,MZ004604
6,5,US-MOZ-00886,-20.6703,33.5333,1060508,1060508,Chipudji,12,NU-070,492,Centro de Saúde Rural II,Manica,MZ004,Machaze,MZ004605
6,5,US-MOZ-00887,-21.0261,33.5356,1060507,1060507,Chipopopo,12,NU-070,493,Centro de Saúde Rural II,Manica,MZ004,Machaze,MZ004605
6,5,US-MOZ-00888,-21.4581,32.9136,1060597,1060597,Timbetimbe,12,NU-070,494,Centro de Saúde Rural II,Manica,MZ004,Machaze,MZ004605
6,5,US-MOZ-00889,-20.8244,33.3697,1060509,1060509,Chitobe,11,NU-070,495,Centro de Saúde Rural I,Manica,MZ004,Machaze,MZ004605
6,5,US-MOZ-00890,-21.3703,32.6278,1060510,1060510,Mazvissanga,12,NU-070,496,Centro de Saúde Rural II,Manica,MZ004,Machaze,MZ004605
6,5,US-MOZ-00891,-21.3181,33.2828,1060511,1060511,Save,12,NU-070,497,Centro de Saúde Rural II,Manica,MZ004,Machaze,MZ004605
6,5,US-MOZ-00892,-21.4492,33.0839,1060512,1060512,Sambassoca,12,NU-070,498,Centro de Saúde Rural II,Manica,MZ004,Machaze,MZ004605
6,5,US-MOZ-00893,-21.049853,33.258792,1060513,1060513,Mutefo,12,NU-070,499,Centro de Saúde Rural II,Manica,MZ004,Machaze,MZ004605
6,5,US-MOZ-00894,-21.2906,33.4597,1060596,1060596,Mavende,12,NU-070,500,Centro de Saúde Rural II,Manica,MZ004,Machaze,MZ004605
6,5,US-MOZ-00895,-20.9544,33.2725,1060506,1060506,Bassane,12,NU-070,501,Centro de Saúde Rural II,Manica,MZ004,Machaze,MZ004605
6,6,US-MOZ-00896,-18.4578,33.6069,1060609,1060609,Nguala,12,NU-062,502,Centro de Saúde Rural II,Manica,MZ004,Macossa,MZ004606
6,6,US-MOZ-00897,-17.8408,33.455,1060608,1060608,Nhamagua,12,NU-062,503,Centro de Saúde Rural II,Manica,MZ004,Macossa,MZ004606
6,6,US-MOZ-00898,-17.7086,33.9717,1060607,1060607,Mussangadzi,12,NU-062,504,Centro de Saúde Rural II,Manica,MZ004,Macossa,MZ004606
6,6,US-MOZ-00899,-17.9,33.9392,1060606,1060606,Macossa - Sede,11,NU-062,505,Centro de Saúde Rural I,Manica,MZ004,Macossa,MZ004606
6,6,US-MOZ-00900,-17.903832,33.974997,1060699,010606?,Dunda,12,NU-062,506,Centro de Saúde Rural II,Manica,MZ004,Macossa,MZ004606
6,7,US-MOZ-00901,-18.5561,33.2789,1060720,1060720,Pungué Sul,12,NU-065,733,Centro de Saúde Rural II,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00902,-18.8633,32.8261,1060718,1060718,Nhamaxato,12,NU-065,902,Centro de Saúde Rural II,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00903,-18.8622,32.7597,1060719,1060719,Penhalonga,12,NU-065,903,Centro de Saúde Rural II,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00904,-19.1014,32.9958,1060724,1060724,Zonué-Tabaco,12,NU-065,904,Centro de Saúde Rural II,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00905,-19.1089,32.9281,1060721,1060721,Guindingui,13,NU-065,905,Posto de Saúde,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00906,-18.9956,32.7267,1060712,1060712,Machipanda,11,NU-065,906,Centro de Saúde Rural I,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00907,-18.9531,33.2647,1060723,1060723,Vandúzi,11,NU-065,907,Centro de Saúde Rural I,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00908,-18.999444,33.3875,1060709,1060709,Chinhambúzi,12,NU-065,908,Centro de Saúde Rural II,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00909,-18.9406,32.8753,1060706,1060706,Manica,6,NU-065,909,Hospital Distrital,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00910,-18.9864,33.0811,1060714,1060714,Messica,12,NU-065,910,Centro de Saúde Rural II,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00911,-19.0314,32.9167,1060708,1060708,Chigodole,12,NU-065,911,Centro de Saúde Rural II,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00912,-18.8161,33.0386,1060710,1060710,Chitunga,12,NU-065,912,Centro de Saúde Rural II,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00913,-18.9753,32.8256,1060711,1060711,Jecua Missão,11,NU-065,913,Centro de Saúde Rural I,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00914,-18.6244,33.0392,1060713,1060713,Mavonde,11,NU-065,914,Centro de Saúde Rural I,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00915,-18.9294,32.7978,1060715,1060715,Mundonguara,12,NU-065,915,Centro de Saúde Rural II,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00916,-18.9636,32.7725,1060716,1060716,Munene,12,NU-065,916,Centro de Saúde Rural II,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00917,-19.1547,33.1472,1060707,1060707,Chicamba,12,NU-065,917,Centro de Saúde Rural II,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00918,-18.934415,32.875555,1060794,010607?,Chazuca,12,NU-065,918,Centro de Saúde Rural II,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00919,-18.949811,32.887364,1060798,010607?,4 Congresso,12,NU-065,919,Centro de Saúde Rural II,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00920,-18.945358,32.885483,1060795,010607?,Chinhagore,12,NU-065,920,Centro de Saúde Rural II,Manica,MZ004,Manica,MZ004607
6,7,US-MOZ-00921,-18.934445,32.875581,1060793,010607?,Dengalenga,12,NU-065,921,Centro de Saúde Rural II,Manica,MZ004,Manica,MZ004607
6,8,US-MOZ-00922,-20.4528,32.7722,1060806,1060806,Espungabera,6,NU-064,922,Hospital Distrital,Manica,MZ004,Mossurize,MZ004608
6,8,US-MOZ-00923,-20.5778,32.7733,1060807,1060807,Chiuraurue,12,NU-064,923,Centro de Saúde Rural II,Manica,MZ004,Mossurize,MZ004608
6,8,US-MOZ-00924,-20.3197,32.9939,1060808,1060808,Dacata,12,NU-064,924,Centro de Saúde Rural II,Manica,MZ004,Mossurize,MZ004608
6,8,US-MOZ-00925,-20.5672,32.6817,1060809,1060809,Mude,12,NU-064,925,Centro de Saúde Rural II,Manica,MZ004,Mossurize,MZ004608
6,8,US-MOZ-00926,-20.2478,32.9108,1060810,1060810,Mupengo,12,NU-064,926,Centro de Saúde Rural II,Manica,MZ004,Mossurize,MZ004608
6,8,US-MOZ-00927,-20.7344,32.5594,1060811,1060811,Macuo,12,NU-064,927,Centro de Saúde Rural II,Manica,MZ004,Mossurize,MZ004608
6,8,US-MOZ-00928,-20.2281,33.3294,1060812,1060812,Gunhe,12,NU-064,928,Centro de Saúde Rural II,Manica,MZ004,Mossurize,MZ004608
6,8,US-MOZ-00929,-20.522519,32.812474,1060813,1060813,Chaíva,12,NU-064,929,Centro de Saúde Rural II,Manica,MZ004,Mossurize,MZ004608
6,8,US-MOZ-00930,-20.553284,32.92259,1060814,1060814,Garágua,12,NU-064,930,Centro de Saúde Rural II,Manica,MZ004,Mossurize,MZ004608
6,9,US-MOZ-00931,-19.5458,33.5089,1060912,1060912,Mavúzi,12,NU-061,931,Centro de Saúde Rural II,Manica,MZ004,Sussundenga,MZ004609
6,9,US-MOZ-00932,-19.411676,33.293179,1060914,1060914,Matarara,12,NU-061,932,Centro de Saúde Rural II,Manica,MZ004,Sussundenga,MZ004609
6,9,US-MOZ-00933,-19.4892,33.2856,1060908,1060908,Munhinga,12,NU-061,933,Centro de Saúde Rural II,Manica,MZ004,Sussundenga,MZ004609
6,9,US-MOZ-00934,-19.3136,33.2483,1060909,1060909,Nhambamba,12,NU-061,934,Centro de Saúde Rural II,Manica,MZ004,Sussundenga,MZ004609
6,9,US-MOZ-00935,-19.9758,33.3981,1060911,1060911,Dombe,12,NU-061,935,Centro de Saúde Rural II,Manica,MZ004,Sussundenga,MZ004609
6,9,US-MOZ-00936,-19.413018,33.295293,1060913,1060913,Sembezeia,12,NU-061,936,Centro de Saúde Rural II,Manica,MZ004,Sussundenga,MZ004609
