uniqueid,deviceid,date,starttime,endtime,lat,lon,altitude,precision,grid,photo,severity,estpop,pointofinterest
50918732,357083079604919,3/25/2019,2019-03-25T16:47:17.130+02,2019-03-25T16:48:08.417+02,-18.774435,33.1388516666667,1111.9,4.8,I1,1553525272825.jpg,No / Minor,None,None
50918911,357083079604919,3/25/2019,2019-03-25T16:48:52.116+02,2019-03-25T16:49:21.012+02,-18.8094366666667,33.1776516666667,1004.2,4.6,I1,1553525349044.jpg,No / Minor,None,None
50919062,357083079604919,3/25/2019,2019-03-25T16:49:49.351+02,2019-03-25T16:50:39.515+02,-18.832235,33.200705,1021.8,4.7,I1,1553525430034.jpg,No / Minor,None,None
50919199,357083079604919,3/25/2019,2019-03-25T16:51:00.736+02,2019-03-25T16:51:53.925+02,-18.857515,33.2305133333333,1014.2,4.8,I1,1553525499523.jpg,No / Minor,None,None
50919332,357083079604919,3/25/2019,2019-03-25T16:52:19.310+02,2019-03-25T16:52:55.905+02,-18.8922916666667,33.2688716666667,951.1,4.9,I1,1553525565829.jpg,No / Minor,None,None
50919420,357083079604919,3/25/2019,2019-03-25T16:53:12.977+02,2019-03-25T16:53:38.640+02,-18.9140783333333,33.28042,961,5,I1,1553525609264.jpg,No / Minor,None,None
50919545,357083079604919,3/25/2019,2019-03-25T16:53:44.945+02,2019-03-25T16:54:12.873+02,-18.930555,33.28889,963.8,4.9,I1,1553525641876.jpg,No / Minor,None,None
50919594,357083079604919,3/25/2019,2019-03-25T16:54:51.517+02,2019-03-25T16:55:59.349+02,-18.96122,33.3092716666667,967.9,4.9,I1,1553525747436.jpg,No / Minor,None,None
50919609,357083079604919,3/25/2019,2019-03-25T16:56:23.621+02,2019-03-25T16:56:57.437+02,-19.00577,33.3406,1004.1,5,I1,1553525807423.jpg,No / Minor,Less than 100,None
50919641,357083079604919,3/25/2019,2019-03-25T16:59:26.343+02,2019-03-25T17:00:16.586+02,-19.0876233333333,33.3951083333333,929.6,4.7,I1,1553525983680.jpg,No / Minor,"Between 1,001 and 5,000",None
50919680,357083079604919,3/25/2019,2019-03-25T17:00:30.625+02,2019-03-25T17:01:19.923+02,-19.120015,33.415205,862.3,5,I1,1553526061648.jpg,Of concern,"Between 1,001 and 5,000",Building
50922252,357083079604919,3/25/2019,2019-03-25T16:32:59.537+02,2019-03-25T16:33:36.910+02,-19.0431816666667,33.05907,780.2,4.9,I1,1553524401983.jpg,No / Minor,Less than 100,None
51028532,357083079604919,3/26/2019,2019-03-26T11:32:58.718+02,2019-03-26T11:33:49.406+02,-19.487465,33.2885016666667,697.1,4.8,G98,1553592798012.jpg,Of concern,"Between 101 and 1,000",House(s)
50970355,357083077030455,3/26/2019,2019-03-26T10:27:57.559+02,2019-03-26T10:29:33.977+02,-20.5031316666667,34.6794516666667,174.5,2.3,A6,1553588961205.jpg,No / Minor,None,None
50970479,357083077030455,3/26/2019,2019-03-26T10:30:02.974+02,2019-03-26T10:30:23.968+02,-20.4746683333333,34.6645633333333,180,2.3,A6,1553589012792.jpg,No / Minor,None,None
50970595,357083077030455,3/26/2019,2019-03-26T10:30:40.247+02,2019-03-26T10:31:03.286+02,-20.4536583333333,34.6541766666667,173.7,2.6,A6,1553589052186.jpg,No / Minor,None,None
50970732,357083077030455,3/26/2019,2019-03-26T10:31:40.003+02,2019-03-26T10:32:12.518+02,-20.418605,34.63925,176.5,2.5,B6,1553589113916.jpg,No / Minor,None,None
50970804,357083077030455,3/26/2019,2019-03-26T10:32:21.089+02,2019-03-26T10:33:11.034+02,-20.3900216666667,34.63452,175.3,2.3,B6,1553589164131.jpg,Of concern,"Between 101 and 1,000",House(s)
50970961,357083077030455,3/26/2019,2019-03-26T10:33:43.007+02,2019-03-26T10:34:08.698+02,-20.3438266666667,34.624465,166.4,2.3,B6,1553589235640.jpg,No / Minor,Less than 100,House(s)
50971317,357083077030455,3/26/2019,2019-03-26T10:34:15.621+02,2019-03-26T10:34:45.509+02,-20.3238266666667,34.6268316666667,157.3,2.5,B6,1553589268640.jpg,Of concern,Less than 100,Bridge
50971552,357083077030455,3/26/2019,2019-03-26T10:35:06.421+02,2019-03-26T10:35:46.526+02,-20.2949416666667,34.6411866666667,156.9,2.4,B6,1553589334037.jpg,No / Minor,Less than 100,House(s)
50971612,357083077030455,3/26/2019,2019-03-26T10:36:18.529+02,2019-03-26T10:36:45.653+02,-20.2719216666667,34.6274083333333,191,2.2,B6,1553589391166.jpg,No / Minor,Less than 100,House(s)
50972550,357083077030455,3/26/2019,2019-03-26T10:37:04.079+02,2019-03-26T10:37:39.086+02,-20.2917016666667,34.5960183333333,186.3,2.3,B6,1553589450036.jpg,No / Minor,None,None
50973234,357083077030455,3/26/2019,2019-03-26T10:37:56.837+02,2019-03-26T10:38:27.898+02,-20.3155683333333,34.5994616666667,181.3,2.3,B6,1553589492433.jpg,No / Minor,Less than 100,House(s)
50976299,357083077030455,3/26/2019,2019-03-26T10:26:17.414+02,2019-03-26T10:26:42.278+02,-20.59101,34.7463066666667,216.2,2.3,A6,1553588790298.jpg,No / Minor,None,None
50976434,357083077030455,3/26/2019,2019-03-26T10:38:39.822+02,2019-03-26T10:39:01.063+02,-20.340645,34.6055066666667,183.8,2.6,B6,1553589531083.jpg,No / Minor,None,None
50977570,357083077030455,3/26/2019,2019-03-26T10:40:20.743+02,2019-03-26T10:41:49.713+02,-20.4401866666667,34.6206383333333,185.5,2.3,A6,1553589696728.jpg,No / Minor,None,None
50977669,357083077030455,3/26/2019,2019-03-26T10:42:31.036+02,2019-03-26T10:43:10.296+02,-20.4804533333333,34.6229,193.4,2.3,A6,1553589773572.jpg,No / Minor,Less than 100,House(s)
50978637,357083077030455,3/26/2019,2019-03-26T10:48:36.443+02,2019-03-26T10:48:55.994+02,-20.55356,34.53736,307.4,2.6,A5,1553590126744.jpg,No / Minor,None,None
50978793,357083077030455,3/26/2019,2019-03-26T10:49:04.958+02,2019-03-26T10:50:54.079+02,-20.551095,34.4557966666667,318.1,2.2,A5,1553590243217.jpg,No / Minor,None,None
50979340,357083077030455,3/26/2019,2019-03-26T10:51:36.423+02,2019-03-26T10:52:10.956+02,-20.54948,34.408265,322.2,2.3,A4,1553590319096.jpg,No / Minor,None,None
50979939,357083077030455,3/26/2019,2019-03-26T10:52:28.130+02,2019-03-26T10:54:25.350+02,-20.5482183333333,34.3799416666667,325.7,2.3,A4,1553590364859.jpg,No / Minor,None,None
50981034,357083077030455,3/26/2019,2019-03-26T10:55:54.072+02,2019-03-26T10:56:20.489+02,-20.543365,34.24072,328.2,2.2,A4,1553590570450.jpg,No / Minor,Less than 100,House(s)
50981376,357083077030455,3/26/2019,2019-03-26T10:57:23.045+02,2019-03-26T10:57:48.505+02,-20.5345033333333,34.1819683333333,329.2,2.3,A4,1553590654307.jpg,No / Minor,Less than 100,House(s)
50983435,357083077030455,3/26/2019,2019-03-26T10:39:54.805+02,2019-03-26T10:40:16.744+02,-20.3841766666667,34.61427,190.1,2.3,B6,1553589605921.jpg,No / Minor,None,None
50983881,357083077030455,3/26/2019,2019-03-26T10:43:20.540+02,2019-03-26T10:43:40.260+02,-20.5108633333333,34.622325,177.8,2.3,A6,1553589811432.jpg,No / Minor,Less than 100,House(s)
50984326,357083077030455,3/26/2019,2019-03-26T10:45:36.404+02,2019-03-26T10:46:00.123+02,-20.595715,34.6177066666667,187.5,2.5,A6,1553589945994.jpg,No / Minor,None,None
50985518,357083077030455,3/26/2019,2019-03-26T10:54:30.893+02,2019-03-26T10:55:00.881+02,-20.5458683333333,34.29604,325.5,2.4,A4,1553590483731.jpg,No / Minor,Less than 100,None
50988488,357083077030455,3/26/2019,2019-03-26T10:59:42.481+02,2019-03-26T11:00:09.260+02,-20.54851,34.0932983333333,362.7,2.5,A3,1553590796399.jpg,No / Minor,None,None
51028456,357083079604919,3/26/2019,2019-03-26T11:20:50.032+02,2019-03-26T11:22:11.899+02,-19.2603083333333,33.3652833333333,865.6,4.6,G98,1553592105610.jpg,No / Minor,Less than 100,Road
51028463,357083079604919,3/26/2019,2019-03-26T11:23:05.935+02,2019-03-26T11:23:59.814+02,-19.300845,33.322605,770.8,5,H99,1553592204878.jpg,No / Minor,Less than 100,Road
51028473,357083079604919,3/26/2019,2019-03-26T11:24:04.599+02,2019-03-26T11:24:49.074+02,-19.3249733333333,33.3212816666667,752.5,4.7,H98,1553592272747.jpg,No / Minor,Less than 100,Road
51028486,357083079604919,3/26/2019,2019-03-26T11:25:27.615+02,2019-03-26T11:26:09.120+02,-19.3462383333333,33.305945,759.6,4.9,G98,1553592347280.jpg,No / Minor,Less than 100,Road
51028501,357083079604919,3/26/2019,2019-03-26T11:26:24.929+02,2019-03-26T11:27:04.072+02,-19.3642783333333,33.2960016666667,715.2,5,G98,1553592405179.jpg,Of concern,Less than 100,House(s)
51028516,357083079604919,3/26/2019,2019-03-26T11:27:25.624+02,2019-03-26T11:28:05.701+02,-19.3897933333333,33.2915183333333,724.6,5,G98,1553592466276.jpg,No / Minor,"Between 1,001 and 5,000",House(s)
51028519,357083079604919,3/26/2019,2019-03-26T11:28:10.640+02,2019-03-26T11:29:03.271+02,-19.4116133333333,33.290665,760.7,5,G98,1553592516506.jpg,No / Minor,"More than 5,000",House(s)
51028524,357083079604919,3/26/2019,2019-03-26T11:29:28.848+02,2019-03-26T11:31:28.989+02,-19.44887,33.293955,723.2,4.9,G98,1553592594664.jpg,Of concern,None,Bridge
51028529,357083079604919,3/26/2019,2019-03-26T11:31:41.301+02,2019-03-26T11:32:31.898+02,-19.4583233333333,33.2914183333333,652.5,4.8,G98,1553592733884.jpg,Of concern,Less than 100,House(s)
51028543,357083079604919,3/26/2019,2019-03-26T11:34:06.557+02,2019-03-26T11:35:44.801+02,-19.5357533333333,33.2862383333333,756.3,5,G98,1553592900573.jpg,Of concern,Less than 100,House(s)
51028556,357083079604919,3/26/2019,2019-03-26T11:35:53.126+02,2019-03-26T11:36:31.164+02,-19.572955,33.2830816666667,754.8,5,F98,1553592972221.jpg,No / Minor,None,None
51028575,357083079604919,3/26/2019,2019-03-26T11:37:08.538+02,2019-03-26T11:37:40.046+02,-19.61378,33.2834366666667,756.7,4.8,F98,1553593047559.jpg,Of concern,Less than 100,House(s)
51028643,357083079604919,3/26/2019,2019-03-26T11:38:35.581+02,2019-03-26T11:39:18.139+02,-19.6644466666667,33.2830166666667,700,4.8,F98,1553593144218.jpg,Of concern,Less than 100,House(s)
51028683,357083079604919,3/26/2019,2019-03-26T11:39:25.408+02,2019-03-26T11:39:59.662+02,-19.685095,33.2832716666667,664.9,4.8,F98,1553593182527.jpg,Of concern,Less than 100,Building
51028740,357083079604919,3/26/2019,2019-03-26T11:42:22.416+02,2019-03-26T11:43:13.158+02,-19.7759466666667,33.2836333333333,755.2,4.7,E98,1553593365975.jpg,Of concern,Less than 100,None
51028767,357083079604919,3/26/2019,2019-03-26T11:43:23.962+02,2019-03-26T11:44:21.779+02,-19.8054766666667,33.2862316666667,684.4,4.8,E98,1553593446469.jpg,Of concern,Less than 100,None
51028790,357083079604919,3/26/2019,2019-03-26T11:45:16.863+02,2019-03-26T11:46:07.790+02,-19.8342333333333,33.2877683333333,673.6,4.8,E98,1553593531444.jpg,Serious,"Between 101 and 1,000",None
51028810,357083079604919,3/26/2019,2019-03-26T11:46:13.418+02,2019-03-26T11:46:47.053+02,-19.8478816666667,33.2839216666667,434.3,4.8,E98,1553593592553.jpg,Serious,Less than 100,House(s)
51028820,357083079604919,3/26/2019,2019-03-26T11:47:07.429+02,2019-03-26T11:47:40.130+02,-19.8646133333333,33.283755,439.5,4.9,E98,1553593644461.jpg,Serious,Less than 100,House(s)
51028830,357083079604919,3/26/2019,2019-03-26T11:48:31.615+02,2019-03-26T11:49:20.357+02,-19.9037783333333,33.2835816666667,438.4,5,D98,1553593732142.jpg,Serious,"Between 101 and 1,000",House(s)
51028839,357083079604919,3/26/2019,2019-03-26T11:49:33.765+02,2019-03-26T11:50:13.158+02,-19.921775,33.3037233333333,454.2,4.9,D98,1553593795925.jpg,Serious,"Between 101 and 1,000",House(s)
51028867,357083079604919,3/26/2019,2019-03-26T11:50:50.139+02,2019-03-26T11:51:39.695+02,-19.91939,33.3281066666667,452.5,4.9,D98,1553593879190.jpg,Serious,None,Other type of infrastructure
51028916,357083079604919,3/26/2019,2019-03-26T11:52:56.909+02,2019-03-26T11:53:42.632+02,-19.9614666666667,33.3005666666667,451.7,4.6,D98,1553594002995.jpg,Severe,Less than 100,House(s)
51028927,357083079604919,3/26/2019,2019-03-26T11:53:59.892+02,2019-03-26T11:54:37.411+02,-19.9871166666667,33.2998283333333,456.7,5,D98,1553594057125.jpg,Severe,Less than 100,House(s)
51028955,357083079604919,3/26/2019,2019-03-26T11:54:50.798+02,2019-03-26T11:55:53.547+02,-19.99458,33.32953,465.8,4.5,D98,1553594121651.jpg,Serious,None,Bridge
51028979,357083079604919,3/26/2019,2019-03-26T11:56:14.756+02,2019-03-26T11:56:50.577+02,-19.9898916666667,33.353345,459.2,4.8,D98,1553594194870.jpg,Severe,Less than 100,House(s)
51029008,357083079604919,3/26/2019,2019-03-26T11:57:51.612+02,2019-03-26T11:58:26.945+02,-20.007915,33.3637366666667,458.1,4.9,D98,1553594286770.jpg,Serious,Less than 100,House(s)
51029031,357083079604919,3/26/2019,2019-03-26T11:59:13.467+02,2019-03-26T11:59:49.308+02,-20.0353883333333,33.3416466666667,446.4,5,C98,1553594372473.jpg,Serious,Less than 100,House(s)
51029053,357083079604919,3/26/2019,2019-03-26T11:59:54.020+02,2019-03-26T12:00:36.879+02,-20.041415,33.3236516666667,458.2,4.6,D98,1553594411940.jpg,Severe,"Between 101 and 1,000",House(s)
51029067,357083079604919,3/26/2019,2019-03-26T12:00:48.689+02,2019-03-26T12:01:17.569+02,-20.063555,33.3118966666667,448.7,4.8,D98,1553594464118.jpg,Severe,"Between 101 and 1,000",House(s)
51029090,357083079604919,3/26/2019,2019-03-26T12:01:33.477+02,2019-03-26T12:02:11.151+02,-20.0860483333333,33.307325,463.6,4.9,C98,1553594513302.jpg,Serious,Less than 100,House(s)
51029121,357083079604919,3/26/2019,2019-03-26T12:02:51.854+02,2019-03-26T12:03:27.527+02,-20.125025,33.2992316666667,510.3,4.8,C98,1553594588672.jpg,Of concern,Less than 100,House(s)
51029164,357083079604919,3/26/2019,2019-03-26T12:03:36.680+02,2019-03-26T12:04:34.645+02,-20.14618,33.2940216666667,515.4,4.8,C98,1553594633440.jpg,Of concern,Less than 100,House(s)
51029179,357083079604919,3/26/2019,2019-03-26T12:05:45.529+02,2019-03-26T12:06:17.948+02,-20.2115983333333,33.2854016666667,591,4.7,C98,1553594763006.jpg,No / Minor,Less than 100,House(s)
51029228,357083079604919,3/26/2019,2019-03-26T12:07:13.567+02,2019-03-26T12:08:20.652+02,-20.234175,33.312305,536.9,5,C98,1553594883673.jpg,No / Minor,"Between 1,001 and 5,000",School
51029265,357083079604919,3/26/2019,2019-03-26T12:08:37.754+02,2019-03-26T12:09:11.932+02,-20.2511766666667,33.3327316666667,420.8,4.8,C98,1553594933728.jpg,Of concern,Less than 100,House(s)
51029285,357083079604919,3/26/2019,2019-03-26T12:09:26.891+02,2019-03-26T12:10:19.591+02,-20.27613,33.3203166666667,433.7,4.9,C98,1553594992364.jpg,Of concern,Less than 100,House(s)
51029310,357083079604919,3/26/2019,2019-03-26T12:10:55.994+02,2019-03-26T12:12:07.811+02,-20.3154816666667,33.294885,467.1,4.6,B98,1553595096178.jpg,Of concern,Less than 100,House(s)
51029323,357083079604919,3/26/2019,2019-03-26T12:12:37.747+02,2019-03-26T12:13:25.832+02,-20.3450616666667,33.2560983333333,425.8,4.8,B98,1553595174978.jpg,Of concern,Less than 100,House(s)
51029337,357083079604919,3/26/2019,2019-03-26T12:15:24.692+02,2019-03-26T12:16:00.047+02,-20.4276183333333,33.273765,438.7,4.8,A98,1553595340587.jpg,No / Minor,Less than 100,House(s)
51029347,357083079604919,3/26/2019,2019-03-26T12:16:15.255+02,2019-03-26T12:16:53.884+02,-20.4540166666667,33.27829,440.5,5,A98,1553595391206.jpg,No / Minor,Less than 100,House(s)
51029355,357083079604919,3/26/2019,2019-03-26T12:17:54.813+02,2019-03-26T12:18:27.338+02,-20.50397,33.2868816666667,473.7,4.9,A98,1553595491516.jpg,No / Minor,None,None
51029372,357083079604919,3/26/2019,2019-03-26T12:19:49.992+02,2019-03-26T12:20:35.067+02,-20.5204433333333,33.3375333333333,426.6,4.8,A99,1553595624155.jpg,No / Minor,None,None
51029386,357083079604919,3/26/2019,2019-03-26T12:21:08.187+02,2019-03-26T12:21:44.560+02,-20.51766,33.379535,427.5,4.8,A99,1553595690423.jpg,No / Minor,None,None
51029414,357083079604919,3/26/2019,2019-03-26T12:22:29.885+02,2019-03-26T12:23:07.780+02,-20.5228066666667,33.4274266666667,451.9,4.6,A99,1553595773209.jpg,No / Minor,"Between 101 and 1,000",House(s)
51029430,357083079604919,3/26/2019,2019-03-26T12:23:51.139+02,2019-03-26T12:24:39.546+02,-20.5034766666667,33.4551866666667,450.6,4.5,A99,1553595854509.jpg,No / Minor,None,None
51029454,357083079604919,3/26/2019,2019-03-26T12:25:01.411+02,2019-03-26T12:25:46.294+02,-20.4620766666667,33.4616666666667,446,4.6,B99,1553595924901.jpg,No / Minor,Less than 100,House(s)
51029477,357083079604919,3/26/2019,2019-03-26T12:26:14.005+02,2019-03-26T12:27:11.455+02,-20.424765,33.4673366666667,450.5,4.8,A99,1553595999882.jpg,No / Minor,None,None
51029487,357083079604919,3/26/2019,2019-03-26T12:27:29.479+02,2019-03-26T12:28:06.152+02,-20.3802666666667,33.472135,451.6,4.7,B99,1553596071356.jpg,Of concern,Less than 100,House(s)
51029491,357083079604919,3/26/2019,2019-03-26T12:28:29.591+02,2019-03-26T12:29:09.320+02,-20.3458033333333,33.4737883333333,389.8,5,B99,1553596130447.jpg,No / Minor,Less than 100,House(s)
51029498,357083079604919,3/26/2019,2019-03-26T12:29:47.226+02,2019-03-26T12:30:26.772+02,-20.3058566666667,33.4762833333333,495.8,4.8,C99,1553596203428.jpg,Of concern,Less than 100,None
51029504,357083079604919,3/26/2019,2019-03-26T12:30:56.314+02,2019-03-26T12:31:49.029+02,-20.2666933333333,33.4766133333333,463.4,4.9,C99,1553596275278.jpg,No / Minor,Less than 100,House(s)
51029526,357083079604919,3/26/2019,2019-03-26T12:32:17.685+02,2019-03-26T12:32:47.983+02,-20.2208683333333,33.475075,422.9,4.8,C99,1553596352751.jpg,No / Minor,"Between 101 and 1,000",House(s)
51029540,357083079604919,3/26/2019,2019-03-26T12:33:50.465+02,2019-03-26T12:34:30.397+02,-20.1678366666667,33.47331,423.9,4.4,C99,1553596445896.jpg,Of concern,"Between 101 and 1,000",House(s)
51029569,357083079604919,3/26/2019,2019-03-26T12:34:56.433+02,2019-03-26T12:35:30.339+02,-20.1294783333333,33.47274,421.2,4.9,C99,1553596510994.jpg,Of concern,Less than 100,House(s)
51029604,357083079604919,3/26/2019,2019-03-26T12:35:57.171+02,2019-03-26T12:36:57.989+02,-20.0959883333333,33.4751616666667,416.7,4.7,C99,1553596581543.jpg,No / Minor,None,None
51029642,357083079604919,3/26/2019,2019-03-26T12:37:10.352+02,2019-03-26T12:38:09.096+02,-20.0490616666667,33.4808716666667,354.7,5,D99,1553596655774.jpg,No / Minor,Less than 100,House(s)
51029658,357083079604919,3/26/2019,2019-03-26T12:38:45.431+02,2019-03-26T12:39:17.678+02,-20.003365,33.4902166666667,475.3,4.6,D99,1553596742127.jpg,No / Minor,None,None
51029665,357083079604919,3/26/2019,2019-03-26T12:39:55.734+02,2019-03-26T12:40:30.863+02,-19.9677466666667,33.5003483333333,472.7,4.9,D99,1553596814693.jpg,Serious,Less than 100,House(s)
51029672,357083079604919,3/26/2019,2019-03-26T12:40:59.329+02,2019-03-26T12:42:21.157+02,-19.9546616666667,33.5199,330.6,4.9,D99,1553596881930.jpg,Critical,"Between 1,001 and 5,000",Spontaneous sttlement
51029680,357083079604919,3/26/2019,2019-03-26T12:42:25.552+02,2019-03-26T12:43:15.388+02,-19.95553,33.5127183333333,329.8,4.8,D99,1553596975781.jpg,Critical,"Between 101 and 1,000",Spontaneous sttlement
51029696,357083079604919,3/26/2019,2019-03-26T12:43:28.186+02,2019-03-26T12:44:14.073+02,-19.960535,33.5308466666667,328.7,4.9,D99,1553597037403.jpg,Severe,Less than 100,House(s)
51029705,357083079604919,3/26/2019,2019-03-26T12:44:23.475+02,2019-03-26T12:44:59.694+02,-19.961465,33.54733,307.3,4.7,D99,1553597082564.jpg,Critical,Less than 100,House(s)
51029711,357083079604919,3/26/2019,2019-03-26T12:45:09.226+02,2019-03-26T12:46:02.749+02,-19.9561683333333,33.5401033333333,316.4,5,D99,1553597130667.jpg,Severe,Less than 100,House(s)
51029717,357083079604919,3/26/2019,2019-03-26T12:46:39.781+02,2019-03-26T12:47:19.702+02,-19.953865,33.5166,302.5,5,D99,1553597217179.jpg,Severe,"Between 101 and 1,000",House(s)
51029727,357083079604919,3/26/2019,2019-03-26T12:48:02.618+02,2019-03-26T12:49:11.068+02,-19.939515,33.493225,298.1,4.9,D99,1553597320197.jpg,No / Minor,None,Road
51029737,357083079604919,3/26/2019,2019-03-26T12:49:47.101+02,2019-03-26T12:50:18.302+02,-19.9305516666667,33.4643183333333,308,4.9,D99,1553597404032.jpg,Serious,Less than 100,House(s)
51029759,357083079604919,3/26/2019,2019-03-26T12:50:28.092+02,2019-03-26T12:51:01.775+02,-19.9096466666667,33.465595,402,4.6,D99,1553597446884.jpg,Of concern,Less than 100,House(s)
51029766,357083079604919,3/26/2019,2019-03-26T12:51:27.537+02,2019-03-26T12:52:14.736+02,-19.8772716666667,33.467125,419.5,5,D99,1553597509090.jpg,No / Minor,Less than 100,House(s)
51029783,357083079604919,3/26/2019,2019-03-26T12:54:12.357+02,2019-03-26T12:54:56.519+02,-19.8384933333333,33.44252,279.8,4.8,E99,1553597682767.jpg,Serious,Less than 100,House(s)
51029802,357083079604919,3/26/2019,2019-03-26T12:55:32.698+02,2019-03-26T12:56:12.876+02,-19.8161666666667,33.4683416666667,389.1,4.8,E99,1553597759117.jpg,Severe,Less than 100,House(s)
51029820,357083079604919,3/26/2019,2019-03-26T12:56:37.789+02,2019-03-26T12:57:41.508+02,-19.78556,33.4659166666667,389.2,4.8,E99,1553597816083.jpg,Of concern,Less than 100,None
51029833,357083079604919,3/26/2019,2019-03-26T12:58:39.343+02,2019-03-26T12:59:36.164+02,-19.7189583333333,33.4680566666667,401.6,4.8,F99,1553597938106.jpg,Serious,Less than 100,House(s)
51029844,357083079604919,3/26/2019,2019-03-26T13:00:34.961+02,2019-03-26T13:01:11.564+02,-19.653355,33.4741216666667,509.1,4.7,F99,1553598054251.jpg,Of concern,"Between 101 and 1,000",House(s)
51029854,357083079604919,3/26/2019,2019-03-26T13:01:29.344+02,2019-03-26T13:02:10.820+02,-19.623185,33.47329,531.4,4.7,F99,1553598105348.jpg,Of concern,Less than 100,None
51029862,357083079604919,3/26/2019,2019-03-26T13:02:32.480+02,2019-03-26T13:03:12.488+02,-19.58813,33.4697683333333,618.5,4.9,F99,1553598175487.jpg,Of concern,Less than 100,House(s)
51029867,357083079604919,3/26/2019,2019-03-26T13:03:25.117+02,2019-03-26T13:04:06.183+02,-19.55769,33.4683866666667,683.3,4.9,F99,1553598225094.jpg,Of concern,Less than 100,House(s)
51029872,357083079604919,3/26/2019,2019-03-26T13:06:40.273+02,2019-03-26T13:07:26.869+02,-19.50453,33.489075,502.8,4.8,G99,1553598418016.jpg,Of concern,Less than 100,House(s)
51029879,357083079604919,3/26/2019,2019-03-26T13:07:42.942+02,2019-03-26T13:08:43.259+02,-19.475235,33.48525,701.6,4.9,H99,1553598501026.jpg,Serious,Less than 100,House(s)
51029884,357083079604919,3/26/2019,2019-03-26T13:08:51.844+02,2019-03-26T13:09:53.032+02,-19.4390266666667,33.481625,865.4,4.9,H99,1553598556102.jpg,Serious,Less than 100,House(s)
51029889,357083079604919,3/26/2019,2019-03-26T13:09:59.555+02,2019-03-26T13:10:54.477+02,-19.40257,33.4752366666667,898.4,4.7,H99,1553598625702.jpg,Serious,"Between 101 and 1,000",House(s)
51029893,357083079604919,3/26/2019,2019-03-26T13:11:16.500+02,2019-03-26T13:12:06.864+02,-19.3613216666667,33.4640566666667,998.3,4.9,H99,1553598699750.jpg,Of concern,Less than 100,House(s)
51029896,357083079604919,3/26/2019,2019-03-26T13:13:00.019+02,2019-03-26T13:13:40.671+02,-19.30482,33.4444616666667,983.2,5,I99,1553598803446.jpg,Of concern,"Between 101 and 1,000",House(s)
51029900,357083079604919,3/26/2019,2019-03-26T13:14:50.894+02,2019-03-26T13:15:31.582+02,-19.243415,33.43174,989,4.6,I99,1553598908935.jpg,Of concern,Less than 100,House(s)
51029905,357083079604919,3/26/2019,2019-03-26T14:53:56.298+02,2019-03-26T14:56:24.245+02,-19.36128,33.1660883333333,1098.6,5,F96,1553604949684.jpg,Of concern,None,Bridge
51029911,357083079604919,3/26/2019,2019-03-26T14:56:33.058+02,2019-03-26T14:57:41.085+02,-19.39142,33.14528,967.1,5,G97,1553605013350.jpg,Of concern,Less than 100,House(s)
51029919,357083079604919,3/26/2019,2019-03-26T14:57:44.392+02,2019-03-26T15:00:51.200+02,-19.3782483333333,33.1308083333333,825,4.8,G97,1553605233797.jpg,No / Minor,Less than 100,House(s)
51029924,357083079604919,3/26/2019,2019-03-26T15:00:54.777+02,2019-03-26T15:03:49.360+02,-19.5020416666667,33.014825,1066.3,4.9,G97,1553605409711.jpg,No / Minor,Less than 100,House(s)
51029929,357083079604919,3/26/2019,2019-03-26T15:03:54.445+02,2019-03-26T15:05:55.883+02,-19.5416916666667,32.96209,1133.8,5,F96,1553605532363.jpg,No / Minor,Less than 100,Building
51029938,357083079604919,3/26/2019,2019-03-26T15:06:01.494+02,2019-03-26T15:06:53.583+02,-19.560405,32.9352083333333,1150.1,4.5,F96,1553605595181.jpg,Of concern,Less than 100,Building
51029939,357083079604919,3/26/2019,2019-03-26T15:07:00.430+02,2019-03-26T15:07:38.740+02,-19.5877366666667,32.9234933333333,1207.4,4.7,F96,1553605638013.jpg,Of concern,Less than 100,Building
51029941,357083079604919,3/26/2019,2019-03-26T15:07:56.579+02,2019-03-26T15:08:54.065+02,-19.6169633333333,32.92222,1271.5,4.7,F96,1553605710717.jpg,Of concern,Less than 100,Other type of infrastructure
51029947,357083079604919,3/26/2019,2019-03-26T15:08:59.214+02,2019-03-26T15:11:32.910+02,-19.6485183333333,32.9170733333333,1388.5,5,F97,1553605873293.jpg,Of concern,Less than 100,House(s)
51029954,357083079604919,3/26/2019,2019-03-26T15:11:41.108+02,2019-03-26T15:13:30.420+02,-19.7249333333333,32.9159933333333,1665.2,4.6,D96,1553605992217.jpg,Of concern,Less than 100,Other type of infrastructure
51029961,357083079604919,3/26/2019,2019-03-26T15:13:36.970+02,2019-03-26T15:14:24.724+02,-19.7854166666667,32.9099,1686.3,4.3,D96,1553606047894.jpg,Of concern,Less than 100,Building
51029967,357083079604919,3/26/2019,2019-03-26T15:14:27.935+02,2019-03-26T15:15:04.488+02,-19.8065383333333,32.9085233333333,1651.4,4.8,D96,1553606087261.jpg,Of concern,Less than 100,Other type of infrastructure
51029973,357083079604919,3/26/2019,2019-03-26T15:15:08.356+02,2019-03-26T15:15:42.617+02,-19.8260683333333,32.9085316666667,1747.6,4.7,D96,1553606126018.jpg,Of concern,Less than 100,Other type of infrastructure
