survey_date,survey_round,enum_name,enum_sex,site_id,site_name,provincia,distrito,posto,localizacao,longitude,latitude,site_class,site_type,type_other,open_date,site_mang,site_com,accessible,safe_secure,original_region,original_distrito,origin_trad_area,original_localizacao,return,prevent_return,period_displaced,familias,idps,vulnerables,need1,need2,need3,sleep_outdoors,sleep_emergency_shelter,sleep_permanent_shelter,nfi_needs_1,nfi_needs_2,nfi_needs_3,nfi_needs_4,nfi_needs_5,nfi_needs_6,nfi_needs_7,nfi_needs_8,nfi_needs_9,nfi_needs_all,reason_NFI_needs,other_reasons_NFI_needs,main_water_source,drinking_cooking_washing,enough_water_cook_pers_hyg,enough_water_drink,enough_water_shower,enough_soap,comm_fac_sanitation,area_od,area_garbage,less_3meals,go_market,needs_market,needs_market _reason,needs_market _reason_other,time_health_fac,prevent_healthcare,female_workers_healthcare,women_birth,women_birth_professional,prop_school_u5,prop_school_6_12,prop_school_13_17,lighting_community,separated_toilet,lock_toilet,lit_toilets,separate_baths,bathing_locks,eviction_threat,security,vul,wash,shelter,food,health,edu,prot,ret
2019-04-11,2,n/a,Female,MOZ_S070,EPC inharongue,Sofala,Buzi,Buzi,Inharongue,34.545,-19.9618,Spontaneous,Community Center,N/A,2019-03-22,No,No,Yes,Yes,Sofala,Buzi,Buzi,Buzi-sede inharongue,Yes,Basic infrastructures damaged/flooded,More than 3 months,41,205,0,Food,Household items,Clothes,Everyone (around 100%),Everyone (around 100%),A few (around 25%),,,,,,,,,,,There is no market or access to market from the site,N/A,Piped water to neighbor,Protected dug well,Everyone (around 100%),Everyone (around 100%),A few (around 25%),Nobody (around 0%),No facility / bush / field (aggregate/adapt to the context as needed),Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Walking,No,Do not have enough money/Prices are too high,N/A,Up to 30 minutes,There are no reachable health services,Yes,At home,Yes,Nobody (around 0%),Everyone (around 100%),Everyone (around 100%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-11,2,n/a,Female,MOZ_S071,Munamicua,Sofala,Buzi,Buzi,Buzi sede,34.542778,-19.945,Spontaneous,Other,Camp,2019-03-22,Yes,No,Yes,Yes,Sofala,Buzi,Buzi,Posto administrativo de buzi sede inharongue,Yes,Basic infrastructures damaged/flooded,More than 3 months,39,196,0,Food,Household items,Clothes,Everyone (around 100%),Everyone (around 100%),A few (around 25%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Piped water to neighbor,Protected dug well,Everyone (around 100%),Everyone (around 100%),Nobody (around 0%),Nobody (around 0%),No facility / bush / field (aggregate/adapt to the context as needed),Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Walking,No,Do not have enough money/Prices are too high,N/A,Up to 30 minutes,There are no reachable health services,Yes,At home,Yes,Nobody (around 0%),Everyone (around 100%),Everyone (around 100%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-11,2,n/a,Female,MOZ_S072,Círculo de interesse guara-guara,Sofala,Buzi,Buzi,N/A,34.465,-19.869444,Spontaneous,Community Center,N/A,2019-03-17,No,No Answer,Yes,Yes,Sofala,Buzi,Buzi,N/A,No,House damaged/destroyed,Between 1 and 2 weeks,57,192,0,Food,Household items,N/A,A few (around 25%),Most (around 75%),Do not know/No answer,,,,,,,,,,,There is no market or access to market from the site,N/A,Tube well/Borehole,Public tap/Standpipe,Nobody (around 0%),Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Pit latrine with slab,Nobody (around 0%),Nobody (around 0%),Nobody (around 0%),Walking,No,Do not have enough money/Prices are too high,N/A,Up to 30 minutes,No medicines available in healthcare center,Yes,At health facility,Yes,Nobody (around 0%),Nobody (around 0%),Nobody (around 0%),None (around 0%),A few (around 25%),None (around 0%),None (around 0%),All (100%),None (around 0%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-11,2,n/a,Female,MOZ_S073,Escola secundária guara-guara,Sofala,Buzi,Buzi,Buzi,34.458611,-19.863889,Spontaneous,School,N/A,2019-03-17,Yes,No Answer,Yes,Yes,Sofala,Buzi,Buzi,Bandua,No,House damaged/destroyed,Between 2 and 1 month,423,2114,49,Clothes,Shelter,Domestic utensil,Most (around 75%),A few (around 25%),A few (around 25%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Tube well/Borehole,Public tap/Standpipe,Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),About half (around 50%),Pit latrine with slab,Nobody (around 0%),Nobody (around 0%),Nobody (around 0%),Walking,No,Do not have enough money/Prices are too high,N/A,Up to 30 minutes,Nothing is preventing people,Yes,At health facility,Yes,Nobody (around 0%),Nobody (around 0%),Nobody (around 0%),None (around 0%),All (100%),None (around 0%),All (100%),All (100%),None (around 0%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-11,2,n/a,Male,MOZ_S074,Landinho,Zambezia,Maganja Da Costa,Maganja,Bala,37.518433,-17.285767,Spontaneous,Community Center,N/A,2019-03-08,Yes,Yes,Limited access (by foot only or only small means of transportation),Yes,Zambezia,Maganja Da Costa,Maganja,Bala,No,House damaged/destroyed,More than 3 months,572,2793,0,Food,Shelter,Health,Nobody (around 0%),Everyone (around 100%),Nobody (around 0%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Protected dug well,Unprotected dug well,Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Pit latrine with slab,Nobody (around 0%),Nobody (around 0%),About half (around 50%),No access to the Market,Do not know/No answer,N/A,N/A,More than 30 minutes,Nothing is preventing people,Yes,At health facility,Yes,Nobody (around 0%),Most (around 75%),Most (around 75%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),No,No,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-10,2,n/a,Male,MOZ_S075,Dugudiua,Zambezia,Nicoadala,Nicoadala,Nocoadala-sede,36.8242,-17.5018,Spontaneous,Community Center,N/A,2019-03-09,Yes,Yes,Yes,Yes,Zambezia,Nicoadala,Nicoadala,Namacata,No,House damaged/destroyed,More than 3 months,203,1035,0,Blankets,Household items,Shelters,Everyone (around 100%),Nobody (around 0%),Nobody (around 0%),,,,,,,,,,,There is no market or access to market from the site,N/A,Tube well/Borehole,Tube well/Borehole,Everyone (around 100%),Everyone (around 100%),Most (around 75%),Do not know/No answer,Pit latrine with slab,Nobody (around 0%),A few (around 25%),Everyone (around 100%),Walking,No,Do not have enough money/Prices are too high,N/A,Up to 30 minutes,Nothing is preventing people,Only sometimes/Part of the time,At home,No,Nobody (around 0%),Nobody (around 0%),Most (around 75%),None (around 0%),A few (around 25%),None (around 0%),None (around 0%),None (around 0%),A few (around 25%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-11,2,n/a,Male,MOZ_S076,Namitangurini,Zambezia,Nicoadala,Nicoadala,Sede munhonha,36.5744,-17.5735,Spontaneous,Community Center,N/A,2019-03-11,Yes,Yes,Yes,Yes,Zambezia,Nicoadala,Nicoadala,Sede munhonha,Yes,House damaged/destroyed,Between 1 and 2 weeks,470,2247,0,Blankets,Household items,Shelters,Nobody (around 0%),Everyone (around 100%),Nobody (around 0%),,,,,,,,,,,There is no market or access to market from the site,N/A,Water sources from FIPAG,Water sources from FIPAG,Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Do not know/No answer,Pit latrine without slab / open pit,Nobody (around 0%),Nobody (around 0%),Everyone (around 100%),Walking,Yes,N/A,N/A,More than 30 minutes,Nothing is preventing people,Only sometimes/Part of the time,At health facility,Yes,Nobody (around 0%),Most (around 75%),Most (around 75%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-12,2,n/a,Male,MOZ_S077,Nkganzo,Tete,Mutarara,Nhamayabue,Tete,35.003149,-17.054337,Spontaneous,Community Center,N/A,2019-03-16,Yes,Yes,Yes,Yes,Tete,Mutarara,Nhamayabue,Tete,Yes,Basic infrastructures damaged/flooded,Between 1 and 2 weeks,82,417,0,Shelter,Hygiene product,Mosquito rede,Nobody (around 0%),Most (around 75%),Nobody (around 0%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Unprotected dug well,Unprotected dug well,Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Nobody (around 0%),Pit latrine without slab / open pit,Nobody (around 0%),Nobody (around 0%),A few (around 25%),Walking,Yes,N/A,N/A,Up to 30 minutes,Nothing is preventing people,Yes,Do not know/No answer,Do not know/No answer,Nobody (around 0%),Most (around 75%),Most (around 75%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),No,No,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-10,2,n/a,Male,MOZ_S078,Escola industrial de matundo,Tete,Cidade De Tete,Cidade De Tete,Sede,33.602263,-16.137393,Spontaneous,School,N/A,2019-03-21,Yes,Yes,Yes,Yes,Tete,Cidade De Tete,Cidade De Tete,Tete,Yes,Basic infrastructures damaged/flooded,Between 1 and 2 weeks,109,593,0,Food,Shelter,Blanlcets,Nobody (around 0%),Nobody (around 0%),Everyone (around 100%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Piped water to neighbor,Piped water to neighbor,Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Most (around 75%),Flush to piped sewer system,Nobody (around 0%),Nobody (around 0%),A few (around 25%),Walking,Yes,N/A,N/A,Up to 30 minutes,Nothing is preventing people,Yes,At health facility,Yes,Nobody (around 0%),Everyone (around 100%),Everyone (around 100%),A few (around 25%),All (100%),All (100%),A few (around 25%),All (100%),All (100%),Yes,No,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-12,2,n/a,Female,MOZ_S079,Inhanjou,Sofala,Buzi,Estaquinha,Buzi,34.499,-19.9613,Spontaneous,Other,Camp,2019-03-22,No,No,Yes,Yes,Sofala,Buzi,Estaquinha,Buzi,Yes,Basic infrastructures damaged/flooded,Between 2 and 1 month,275,1235,0,Food,Household items,Shelters,Everyone (around 100%),Everyone (around 100%),Nobody (around 0%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Protected dug well,Protected dug well,Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Nobody (around 0%),Pit latrine with slab,Nobody (around 0%),Nobody (around 0%),Everyone (around 100%),Walking,No,Do not have enough money/Prices are too high,N/A,Up to 30 minutes,Nothing is preventing people,Yes,At health facility,Yes,Nobody (around 0%),Everyone (around 100%),Most (around 75%),None (around 0%),All (100%),None (around 0%),None (around 0%),None (around 0%),All (100%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-12,2,n/a,Female,MOZ_S080,Degaja,Sofala,Buzi,Estaquinha,Buzi,34.2915,-19.9573,Spontaneous,Other,Church,2019-03-20,No,No,Yes,Yes,Sofala,Buzi,Estaquinha,Buzi,Yes,Basic infrastructures damaged/flooded,Between 2 and 1 month,164,820,0,Food,Shelter,House,Everyone (around 100%),Everyone (around 100%),A few (around 25%),,,,,,,,,,,There is no market or access to market from the site,N/A,Protected dug well,Protected dug well,Most (around 75%),Most (around 75%),Everyone (around 100%),Nobody (around 0%),Pit latrine with slab,Nobody (around 0%),Nobody (around 0%),Everyone (around 100%),Walking,No,There is no market nearby,N/A,Up to 30 minutes,Nothing is preventing people,Yes,At health facility,Yes,Nobody (around 0%),Everyone (around 100%),Most (around 75%),None (around 0%),All (100%),None (around 0%),None (around 0%),All (100%),None (around 0%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-11,2,n/a,Female,MOZ_S043,Samora Moises Machel,Sofala,Cidade Da Beira,Cidade Da Beira,Matacuane,34.855798,-19.831292,Spontaneous,Community Center,N/A,2019-04-10,No,Yes,Yes,Yes,Sofala,Cidade Da Beira,Cidade Da Beira,Matacuane,No,House damaged/destroyed,More than 3 months,138,408,4,Food,Shelter,Sanitation,Most (around 75%),Do not know/No answer,Do not know/No answer,,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Sachet water,Sachet water,Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Nobody (around 0%),Pit latrine with slab,Nobody (around 0%),Nobody (around 0%),Most (around 75%),No access to the Market,No,Do not have enough money/Prices are too high,N/A,Up to 30 minutes,Nothing is preventing people,Yes,At health facility,Yes,Do not know/No answer,Do not know/No answer,Do not know/No answer,A few (around 25%),About half (around 50%),None (around 0%),Do not know/No answer,All (100%),None (around 0%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-11,2,n/a,Male,MOZ_S081,Escola secundaria geral de bandua,Sofala,Buzi,Buzi,Buzi sede,34.416667,-19.9675,Spontaneous,School,N/A,2019-03-15,No,No,Yes,Yes,Sofala,Buzi,Buzi,Buzi sede localidade bandua,Yes,Basic infrastructures damaged/flooded,Less than 1 week,94,466,0,Food,Shelter,Health care,Nobody (around 0%),Nobody (around 0%),Everyone (around 100%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Unprotected dug well,Surface water,Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Nobody (around 0%),Flush to septic tank,Nobody (around 0%),Nobody (around 0%),Everyone (around 100%),Walking,Do not know/No answer,N/A,N/A,Up to 30 minutes,Nothing is preventing people,Yes,At health facility,Yes,Nobody (around 0%),Nobody (around 0%),Do not know/No answer,None (around 0%),All (100%),None (around 0%),None (around 0%),None (around 0%),Do not know/No answer,No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-11,2,n/a,Male,MOZ_S082,EPC de. Bandua,Sofala,Buzi,Buzi,Buzi sede,34.435,-20.003889,Spontaneous,School,N/A,2019-03-15,No,No,Yes,Yes,Sofala,Buzi,Buzi,Buzi sede  localidade de bandua,Yes,No livelihood,Between 2 and 1 month,125,622,46,Food,Shelter,agricultural input,Everyone (around 100%),Everyone (around 100%),A few (around 25%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Public tap/Standpipe,Public tap/Standpipe,Everyone (around 100%),Everyone (around 100%),A few (around 25%),Do not know/No answer,Pit latrine with slab,Nobody (around 0%),Do not know/No answer,Nobody (around 0%),Walking,No,Do not have enough money/Prices are too high,N/A,Up to 30 minutes,Nothing is preventing people,Yes,At health facility,Yes,Nobody (around 0%),Everyone (around 100%),Most (around 75%),None (around 0%),All (100%),None (around 0%),None (around 0%),All (100%),None (around 0%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-11,2,n/a,Female,MOZ_S083,Tribuna guara_guara,Sofala,Buzi,Buzi,Buzi sede guara_guara,34.466111,-19.868889,Spontaneous,School,N/A,2019-03-17,No Answer,No Answer,Yes,Yes,Sofala,Buzi,Buzi,Localidade de guara_ guara,No,House damaged/destroyed,More than 3 months,139,666,0,Domestic utensil,Food,agricultural product,A few (around 25%),Most (around 75%),Do not know/No answer,,,,,,,,,,,There is no market or access to market from the site,N/A,Tube well/Borehole,Public tap/Standpipe,Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),A few (around 25%),Pit latrine with slab,Nobody (around 0%),Nobody (around 0%),Nobody (around 0%),Walking,No,Do not have enough money/Prices are too high,N/A,Up to 30 minutes,Nothing is preventing people,Yes,At health facility,Yes,Nobody (around 0%),Nobody (around 0%),Nobody (around 0%),None (around 0%),All (100%),None (around 0%),None (around 0%),All (100%),None (around 0%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-10,2,n/a,Male,MOZ_S084,Mussaia,Zambezia,Maganja Da Costa,Nante,Nante,37.346567,-17.4119,Spontaneous,Community Center,N/A,2019-04-02,Yes,Yes,Yes,Yes,Zambezia,Maganja Da Costa,Nante,Nante baixo licungo,Yes,Basic infrastructures damaged/flooded,Between 2 and 1 month,360,1936,0,Food,Household items,mosquito nets,Nobody (around 0%),Everyone (around 100%),Nobody (around 0%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Unprotected dug well,Unprotected dug well,Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Pit latrine with slab,Nobody (around 0%),Nobody (around 0%),Most (around 75%),No access to the Market,Not most people,Do not have enough money/Prices are too high,N/A,More than 30 minutes,Nothing is preventing people,Yes,At home,Yes,Nobody (around 0%),Most (around 75%),Most (around 75%),None (around 0%),A few (around 25%),None (around 0%),None (around 0%),A few (around 25%),None (around 0%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-11,2,n/a,Male,MOZ_S085,Vila valdez peirerao,Zambezia,Maganja Da Costa,Nante,Nante,37.3465,-17.4119,Spontaneous,Community Center,N/A,2019-04-02,Yes,Yes,Limited access (by foot only or only small means of transportation),Yes,Zambezia,Maganja Da Costa,Nante,Baixo licungo nomiua,No,House damaged/destroyed,More than 3 months,754,3790,0,Food,Clothes,family tents,Nobody (around 0%),Everyone (around 100%),Nobody (around 0%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Unprotected dug well,Unprotected dug well,Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),A few (around 25%),Pit latrine with slab,Nobody (around 0%),Nobody (around 0%),A few (around 25%),Private Car/Bikes,No,Do not have enough money/Prices are too high,N/A,More than 30 minutes,Nothing is preventing people,Yes,At health facility,Yes,Nobody (around 0%),Most (around 75%),Most (around 75%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),No,Do not know/No answer,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-11,2,n/a,Male,MOZ_S086,Canhuengue,Tete,Mutarara,N/A,Doa canhengue,37.3979,-17.6063,Spontaneous,Community Center,N/A,2019-03-16,Yes,Yes,Yes,Yes,Tete,Mutarara,N/A,Doa canhuengue,Yes,Basic infrastructures damaged/flooded,Between 1 and 2 weeks,97,490,0,shelter kite,kitchen kit,hygiene kite,Nobody (around 0%),Most (around 75%),Nobody (around 0%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Unprotected dug well,Unprotected dug well,Everyone (around 100%),Everyone (around 100%),Most (around 75%),A few (around 25%),Pit latrine without slab / open pit,Nobody (around 0%),Nobody (around 0%),A few (around 25%),Do not know/No answer,No,Do not have enough money/Prices are too high,N/A,Up to 30 minutes,Nothing is preventing people,Yes,At health facility,Yes,Nobody (around 0%),Most (around 75%),Everyone (around 100%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),No,Do not know/No answer,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-12,2,n/a,Male,MOZ_S087,Estaquinha sede,Sofala,Buzi,Estaquinha,Estaquinha,34.149722,-19.982222,Spontaneous,School,N/A,2019-03-20,No,No,Yes,Yes,Sofala,Buzi,Estaquinha,Estaquinha sede,Yes,Basic infrastructures damaged/flooded,Between 2 and 1 month,358,1298,0,Food,Shelter,clothes,Nobody (around 0%),Everyone (around 100%),Most (around 75%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Protected spring,Protected dug well,Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Nobody (around 0%),Pit latrine with slab,Nobody (around 0%),Nobody (around 0%),Nobody (around 0%),Walking,No,Do not have enough money/Prices are too high,N/A,Up to 30 minutes,Nothing is preventing people,Yes,At health facility,Yes,Nobody (around 0%),Everyone (around 100%),Most (around 75%),None (around 0%),All (100%),None (around 0%),None (around 0%),All (100%),None (around 0%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-12,2,n/a,Male,MOZ_S088,Matchemetche,Sofala,Buzi,Estaquinha,Estaquinha,34.6021,-19.8864,Spontaneous,Other,Camp,2019-03-22,No,No,Yes,Yes,Sofala,Buzi,Estaquinha,Estaquinha,Yes,Accessibility,Between 2 and 1 month,182,910,0,Food,Clothes,agricultural input,Everyone (around 100%),Everyone (around 100%),Nobody (around 0%),,,,,,,,,,,There is no market or access to market from the site,N/A,Surface water,Surface water,Nobody (around 0%),Nobody (around 0%),Everyone (around 100%),Nobody (around 0%),Pit latrine with slab,Nobody (around 0%),Nobody (around 0%),Everyone (around 100%),No access to the Market,No,There is no market nearby,N/A,Up to 30 minutes,Nothing is preventing people,Yes,At health facility,Yes,Nobody (around 0%),Everyone (around 100%),Everyone (around 100%),None (around 0%),All (100%),None (around 0%),None (around 0%),All (100%),None (around 0%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-10,2,n/a,Male,MOZ_S089,EPC Guara_Guara,Sofala,Buzi,Buzi,Guara_guara,34.467778,-19.864722,Spontaneous,School,N/A,2019-03-17,Yes,No,Yes,Yes,Sofala,Buzi,Buzi,Vila sede,No,Basic infrastructures damaged/flooded,More than 3 months,37,131,37,Shelter,Food,pot,Nobody (around 0%),Nobody (around 0%),Everyone (around 100%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Unprotected dug well,Unprotected dug well,Everyone (around 100%),Do not know/No answer,Everyone (around 100%),Most (around 75%),Composting toilet,Nobody (around 0%),Nobody (around 0%),Most (around 75%),Walking,Yes,N/A,N/A,Up to 30 minutes,Nothing is preventing people,Yes,At health facility,Yes,About half (around 50%),Most (around 75%),A few (around 25%),None (around 0%),All (100%),All (100%),None (around 0%),All (100%),None (around 0%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-11,2,n/a,Male,MOZ_S090,Igreja catolica,Sofala,Buzi,Buzi,Guara_guara,34.47,-19.871389,Spontaneous,Other,Church,2019-03-15,Yes,No,Yes,Yes,Sofala,Buzi,Buzi,Buzi vila sede,No,House damaged/destroyed,More than 3 months,31,109,11,Land,Seeds,Food,Nobody (around 0%),Nobody (around 0%),Everyone (around 100%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Public tap/Standpipe,Protected dug well,Everyone (around 100%),Everyone (around 100%),Most (around 75%),Everyone (around 100%),Pit latrine with slab,Nobody (around 0%),Nobody (around 0%),Everyone (around 100%),Walking,Yes,N/A,N/A,Up to 30 minutes,Nothing is preventing people,No,At health facility,Yes,A few (around 25%),A few (around 25%),About half (around 50%),None (around 0%),All (100%),None (around 0%),None (around 0%),All (100%),None (around 0%),No,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-10,2,n/a,Male,MOZ_S091,Campo 11,Sofala,Buzi,Buzi,Vila sede,34.415278,-19.861389,Spontaneous,Other,Center,2019-03-23,Yes,No,Yes,Yes,Sofala,Buzi,Buzi,Vila sede,No,House damaged/destroyed,Between 1 and 2 weeks,192,843,213,Shelter,Seeds,Food,Nobody (around 0%),Everyone (around 100%),Nobody (around 0%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Water sources from FIPAG,Public tap/Standpipe,Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Everyone (around 100%),Pit latrine with slab,Nobody (around 0%),Nobody (around 0%),Nobody (around 0%),Walking,Yes,N/A,N/A,Up to 30 minutes,Health services are only accessible during part of the day or some day,Yes,Do not know/No answer,Yes,Nobody (around 0%),Nobody (around 0%),Nobody (around 0%),None (around 0%),All (100%),Do not know/No answer,All (100%),All (100%),None (around 0%),Yes,Yes,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
2019-04-11,2,n/a,Male,MOZ_S092,Panducani,Tete,Mutarara,Nhamayabue,Nhamayabue,35.003149,-17.054337,Spontaneous,Community Center,N/A,2019-03-16,Yes,Yes,Yes,Yes,Tete,Mutarara,Nhamayabue,Nhamayabue,Yes,Basic infrastructures damaged/flooded,Between 2 and 1 month,103,508,0,shelter kite,blankets,treadmills,Nobody (around 0%),Everyone (around 100%),Nobody (around 0%),,,,,,,,,,,"Items are sold, and there is access to the market, but items are too expensive/people do not have enough money",N/A,Unprotected dug well,Unprotected dug well,Most (around 75%),Most (around 75%),About half (around 50%),A few (around 25%),Pit latrine without slab / open pit,Nobody (around 0%),Nobody (around 0%),A few (around 25%),Walking,Yes,N/A,N/A,Up to 30 minutes,Nothing is preventing people,Yes,Do not know/No answer,Yes,Nobody (around 0%),Most (around 75%),Most (around 75%),None (around 0%),None (around 0%),None (around 0%),None (around 0%),A few (around 25%),None (around 0%),No,Do not know/No answer,VULNERABILITIES AND NEEDS,WASH,SHELTER,FOOD,HEALTH,EDUCATION,PROTECTION,RETURN
